,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.5973796844482422,0.6629965901374817,0.593738853931427,0.6821191906929016
1,0.580686628818512,0.6805902123451233,0.5894298553466797,0.6704635620117188
2,0.5779159069061279,0.6796254515647888,0.58698570728302,0.6770861148834229
3,0.5758836269378662,0.6807605028152466,0.584831178188324,0.6794701814651489
4,0.5738773345947266,0.6816117763519287,0.5827232599258423,0.6813244819641113
5,0.571881890296936,0.6825198531150818,0.5805927515029907,0.6813244819641113
6,0.5698883533477783,0.6841657161712646,0.5784435868263245,0.6821191906929016
7,0.5678951144218445,0.6862655878067017,0.5763022899627686,0.6834437251091003
8,0.5659117102622986,0.6880817413330078,0.574172854423523,0.6845033168792725
9,0.5639434456825256,0.6896140575408936,0.5720598697662354,0.6868874430656433
10,0.5619942545890808,0.692395031452179,0.5699695348739624,0.6905960440635681
11,0.5600658655166626,0.695800244808197,0.5679068565368652,0.6924503445625305
12,0.5581629276275635,0.6989784240722656,0.5658683776855469,0.6961589455604553
13,0.5562871694564819,0.7031214237213135,0.563860297203064,0.6985430717468262
14,0.5544381737709045,0.7062429189682007,0.5618829727172852,0.704635739326477
15,0.5526180863380432,0.7086833119392395,0.5599366426467896,0.7099337577819824
16,0.5508261919021606,0.7111237049102783,0.5580247044563293,0.7162913680076599
17,0.5490638017654419,0.7131668329238892,0.5561438798904419,0.7218543291091919
18,0.547332227230072,0.7153235077857971,0.5542956590652466,0.7260926961898804
19,0.5456302762031555,0.7177639007568359,0.552478015422821,0.7250331044197083
20,0.5439552664756775,0.7201475501060486,0.5506946444511414,0.7250331044197083
21,0.5423110723495483,0.7237230539321899,0.5489401817321777,0.7252979874610901
22,0.5406948328018188,0.725822925567627,0.5472174286842346,0.7266225218772888
23,0.5391060709953308,0.7277525663375854,0.545527458190918,0.7260926961898804
24,0.5375452637672424,0.7300227284431458,0.5438624024391174,0.726357638835907
25,0.5360106825828552,0.7315550446510315,0.5422310829162598,0.7266225218772888
26,0.5345070958137512,0.7322928309440613,0.5406311750411987,0.7268874049186707
27,0.5330281853675842,0.7360385656356812,0.5390552878379822,0.7292715311050415
28,0.5315717458724976,0.7400113344192505,0.5375097393989563,0.7343046069145203
29,0.5301421880722046,0.7428490519523621,0.5359930396080017,0.7401324510574341
30,0.5287412405014038,0.7440975904464722,0.5344946384429932,0.7433112859725952
31,0.5273616313934326,0.745346188545227,0.5330293774604797,0.7451655864715576
32,0.5260037779808044,0.7464812994003296,0.5315856337547302,0.7459602355957031
33,0.5246667861938477,0.7469920516014099,0.5301709175109863,0.7462251782417297
34,0.5233598947525024,0.7474460601806641,0.5287783741950989,0.7459602355957031
35,0.5220674872398376,0.7480703592300415,0.5274075269699097,0.7467549443244934
36,0.5207980275154114,0.7491486668586731,0.526061475276947,0.7472847700119019
37,0.5195503234863281,0.7499432563781738,0.5247339010238647,0.7480794787406921
38,0.5183238387107849,0.7501702904701233,0.5234297513961792,0.7501986622810364
39,0.517113447189331,0.7508513331413269,0.5221524238586426,0.7507284879684448
40,0.5159273147583008,0.7514188289642334,0.5208865404129028,0.7515231966972351
41,0.5147563815116882,0.7517593502998352,0.5196458697319031,0.7528476715087891
42,0.5136027932167053,0.7526106834411621,0.5184233784675598,0.7549669146537781
43,0.5124660134315491,0.7530646920204163,0.517212986946106,0.756291389465332
44,0.5113471746444702,0.753802478313446,0.5160287022590637,0.7568212151527405
45,0.5102437138557434,0.7539727687835693,0.5148636102676392,0.7573509812355042
46,0.5091581344604492,0.7540295124053955,0.5137143731117249,0.7589403986930847
47,0.5080904960632324,0.754199743270874,0.5125830769538879,0.7584105730056763
48,0.5070357918739319,0.7543700337409973,0.5114603638648987,0.7586755156517029
49,0.505994975566864,0.7551078200340271,0.5103587508201599,0.7581456899642944
50,0.504966139793396,0.7551645636558533,0.509277880191803,0.7578808069229126
51,0.5039587020874023,0.7552781105041504,0.5082044005393982,0.7573509812355042
52,0.5029584169387817,0.7557321190834045,0.507144570350647,0.7578808069229126
53,0.5019720196723938,0.7561861276626587,0.5061042308807373,0.7578808069229126
54,0.5010019540786743,0.7566969394683838,0.5050718784332275,0.7584105730056763
55,0.500042200088501,0.7568104267120361,0.5040587186813354,0.7578808069229126
56,0.4990963637828827,0.7576050162315369,0.5030539035797119,0.7581456899642944
57,0.4981617331504822,0.758059024810791,0.5020649433135986,0.7589403986930847
58,0.49723365902900696,0.7585698366165161,0.5010915398597717,0.7589403986930847
59,0.49632376432418823,0.7587400674819946,0.5001299977302551,0.7589403986930847
